stuId	tag	university	major	majorCategory
yD5y6O4yyM		日本大学	生物資源科学部 動物資源科学科	理系
cIlUMcqpCQ	人材・教育,保険,クレジットカード	立教大学	法学部政治学科	文系
0UOGLe0Jed		大阪体育大学	スポーツ教育学科	文系
37UJJiU69S	コンサルティング,人材・教育	早稲田大学	教育学部英語英文科	文系
GEfO2Ghd5D		東京農業大学	国際食料情報学部食料環境経済学科	文系
UQyrg8Aosr		京都大学	経済学部経済経営学科	文系
cnpUBEFr9N		JAPANサッカーカレッジ	コーチ審判専攻科	その他
NsrdzJBqBH		青山学院大学	総合文化政策学部	文系
C0PlxFpZkD		神戸学院大学	経営学部経営学科	文系
FbLTKF07Lx		武蔵野大学	グローバル学部	文系
jYcpkcAebd		駒澤大学	法学部政治学科	文系
avTt5O4Eia	IT	立正大学	経済学部経済学科	文系
RnAgz9SBfn	電機・自動車	立教大学	法学部政治学科	文系
ew5W9e48SS		立教大学	文学部キリスト教学科	文系
1sd3CjHHHf		東京工芸大学	芸術学部映像学科	文系
X9cKXXFo8x	広告,IT,コンサルティング	専修大学	法学部	文系
rH21HTa71C		成蹊大学	文学部国際文化学科	文系
0iXODfqVzO		明星大学	人文学部心理学科	文系
JvQgJ3p3jT		専修大学	文学部歴史学科	文系
WgPrZMZBk3		あ	あ	理系
D3XJz4VjsE		法政大学	社会学部社会政策科学科	文系
V1G7ZxbVsi		横浜国立大学	経済学部国際経済学科	文系
E1H3wzXIsw		東京音楽大学	音楽学部音楽学科	文系
fAIqws0DAl		桜美林大学	ビジネスマネジメント学群	文系
MTTRiw55xl	IT	三重大学	人文学部法律経済学科	文系
dsmLYpHV6n	人材・教育	法政大学	経営学部経営学科	文系
b3pBObyAZb		青山学院大学	地球社会共生学部	文系
5rkkpN18ma		関東学院大学	社会学部現代社会学科	文系
Cfif5veL7b		慶應義塾大学	法学部法律学科	文系
ZTOmRu4E5Y		清泉女子大学	文学部文化史学科	文系
QT6wGHDyna		共立女子大学	文芸学部文芸学科	文系
MDnKYYmLrj	官公庁,IT,マスコミ,広告,商社	国際基督教大学	教養学部アーツサイエンス学科	その他
FWhHcUcBfq		埼玉大学	教育学部学校教員養成課程数学科	理系
yOK4Mvyd6n		早稲田大学	文化構想学部文化構想学科	文系
0tix2eCvVm		法政大学	経営学部経営戦略学科	文系
T33otQbe97		東海大学	海洋学部海洋生物学科	理系
oMCNlwTcYL	IT,コンサルティング,ソフトウェア	明治大学	政治経済学部経済学科	文系
GunPsvBNz0		東京理科大学	理学部物理学科	理系
6uPS6zUY3u	食品・飲料,商社,人材・教育	東京学芸大学	教育学部初等教育教員養成課程保健体育選修	その他
toIuhPYls7		広島工業大学	工学部知能機械工学科	理系
tFGmRCB559		東京農業大学	生物産業学部 アクアバイオ学科	理系
2KSlJcFxYC	コンサルティング,IT,人材・教育	慶應義塾大学	商学部	文系
NOIGWHjhiL	食品・飲料,繊維,アパレル,化粧品・医薬,住宅・建設,化学・石油,電機・自動車,ホテル・レジャー,サービス,旅行,人材・教育,不動産,商社,流通・小売,コンサルティング,広告,マスコミ,出版・印刷,IT,ソフトウェア,銀行・信金,証券,ゲーム,クレジットカード,インフラ,運輸・物流,鉄道・航空,保険,農林・水産,官公庁	白鴎大学	経営学部経営学科	文系
apzegjmBPG		明治大学	理工学部電気電子生命学科	理系
96WaP8ZBen		昭和女子大学	人間文化学部 国際学科	文系
FMqEAKZXld	IT	創価大学	文学部人間学科	文系
nC28ovMSEE		愛知県立大学	外国語学部ヨーロッパ学科ドイツ語圏専攻	文系
6vxHBIkA7d		立教大学	社会学部社会学科	文系
jbeHGmn1Ww		長崎国際大学	人間社会学部国際観光学科	文系
dNQEc56os7	化粧品・医薬,ホテル・レジャー,サービス,人材・教育,商社,旅行,流通・小売	大妻女子大学	文学部英文学科	文系
hEaJfoAzmu	電機・自動車,不動産,サービス,商社,流通・小売,人材・教育,コンサルティング,IT,証券,運輸・物流,保険	上智大学	総合グローバル学部総合グローバル学科	文系
slLWTlG2Co		武蔵野大学	文学部、日本文学文化学科	文系
VD1AIiDyO0		國學院大学	法学部法律学科	文系
lIdu3hz68z	IT	東洋大学	ライフデザイン学部生活支援学科子供支援	文系
QaMcaQlerk		大妻女子大学	家政学部ライフデザイン学科	文系
pKEzTznBSr		東京大学	法学部第3類政治コース	文系
EMzGGUevWS		駒澤大学	経済学部	文系
Q3IcbzzJel	化粧品・医薬,商社,人材・教育,食品・飲料,コンサルティング,不動産	早稲田大学	スポーツ科学研究科	理系
JFNOVlH6Sz	コンサルティング	立教大学	経済学部経済学科	文系
dSZYA1gpTG		玉川大学	教育学部教育学科	文系
fQZjNUtySz	人材・教育	日本女子体育大学	体育学部	文系
E4iTaV5mWw		立教大学	コミュニティ福祉学部福祉学科	文系
C1NqcRj5Pr	IT	立命館大学	経営学部経営学科	文系
gi2jvibzr0		長崎大学	多文化社会学部多文化社会学科	文系
8QRtNyk7Im		東京農業大学	国際食料情報学部 国際農業開発学科	理系
8CpFz7xY8u		法政大学	経営学部経営戦略学科	文系
aewWyjyMmb	不動産,銀行・信金,証券,保険,コンサルティング	大阪府立大学	現代システム	文系
123ecgAXUY		専修大学	法学部法律学科	文系
SuHiwXpxUo		武蔵大学	人文学部ヨーロッパ文化学科	文系
YR1vLjAeqD	化粧品・医薬,住宅・建設,不動産,商社,保険,証券,銀行・信金	明治大学	経営学科	文系
VtKbKrcvU5	コンサルティング,人材・教育	法政大学	文学部哲学科	文系
VP91oi90WH	証券,IT,コンサルティング,商社,旅行,不動産,サービス,電機・自動車,鉄道・航空	神奈川大学	経営学部国際経営学科	文系
8T8cB8fDBL		昭和女子大学	人間文化学部 国際学科	文系
7VRGcYF9EH		大阪学院大学	商学部商学科	文系
EQZzz7OLIf		法政大学	キャリアデザイン学部キャリアデザイン学科	文系
8h1EHqqBmD	繊維,アパレル,旅行,サービス,商社,人材・教育,コンサルティング,広告,IT,ソフトウェア,インフラ,鉄道・航空	中央大学	商学部経営学科	文系
Wf1nlLpxHj		神戸大学	海事科学部海洋安全学部	理系
CUzsDcapxZ		早稲田大学	政治経済学部政治学科	文系
ytlH5WJ5u8	IT,コンサルティング,ソフトウェア	東京大学	法学部	文系
PEcgkKzIVC		東京農業	農学部農学科	理系
CULeGNJ0YY		明治大学	総合数理学部ネットワークデザイン学科	理系
2CzG6Cinse	コンサルティング,人材・教育,広告,商社,保険,証券	島根大学	総合理工学部機械電気電子工学科	理系
JOQdc09lPa		跡見学園女子大学	マネジメント学部マネジメント学科	文系
6ASpSO9zLq	人材・教育,広告,マスコミ	上智大学	法学部地球環境法学科	文系
vvC2zxH0iU		中京大学	工学部 機械システム工学科	文系
7rDEAv6mLq		東京造形大学	造形学部 デザイン学科	その他
gCfgzqYGCe	食品・飲料,アパレル,化粧品・医薬,マスコミ,人材・教育,コンサルティング,流通・小売,出版・印刷,IT	早稲田大学	文化構想学部	文系
UM6g2MbOJI	IT,不動産,サービス,人材・教育,コンサルティング	千葉大学	法政経学部	文系
09wJfFFGJo		東海大学	国際文化学部 観光学部	文系
Z2y6oFdI2w		九州大学	経済学部経済工学科	文系
zflw2SjEJK		青山学院大学	文学部比較芸術学科	文系
uLoivU3HTQ	証券	上智大学	文学部国文学科	文系
lLJEeeF0VF	人材・教育,保険,不動産,住宅・建設	國學院大学	経済学部経営学科	文系
vRzylgvKPF	人材・教育,商社,食品・飲料,化粧品・医薬,電機・自動車,住宅・建設,不動産,旅行,ホテル・レジャー,サービス,流通・小売,コンサルティング,広告,マスコミ,出版・印刷,IT,クレジットカード,証券,保険	國學院大學	経済学部経営学科	文系
AULG55SUqM	広告,IT	中央大学	総合政策学部国際政策文化学科	文系
GIERiCfQlk		東京未来大学	こども心理学部こども心理学科	文系
kfJg5Wzlwg	コンサルティング,人材・教育,出版・印刷	早稲田大学	国際教養	文系
cxWhWfk2Ek		東京経済大学	経営学部経営学科	文系
bCbAQajCCj		会津大学	コンピュータ理工学部コンピュータ理工学科	理系
k9Ysdqbh4g	広告,マスコミ,商社,流通・小売	東洋英和女学院	国際社会学部 国際コミュニケーション学科	文系
R8kLGp1tCb	IT	立教	コミュニティ政策	文系
Ek8nKjkDP1	IT,コンサルティング,広告,人材・教育,食品・飲料,旅行,住宅・建設,証券,ホテル・レジャー	専修大学	経済学部経済学科	文系
KdlU7xFxFF		中央大学	理工学部経営システム工学科	理系
HDK159tCT3	IT,旅行,住宅・建設,電機・自動車,サービス,人材・教育,コンサルティング	近畿大学	理工学部機械工学科	理系
mUPTiWWXrM		明治学院大学	国際学部国際学科	文系
rvqtoFrCHJ	広告,マスコミ,ゲーム,不動産,住宅・建設,旅行,出版・印刷	上智大学	文学部英文学科	文系
aATflcUquF	旅行	aaaaaaa	aaaaaas	理系
CEAyf44tEC		;)	;)	文系
aMenk1VMJs	化学・石油,住宅・建設,不動産,ホテル・レジャー,流通・小売	竹芝産業工科大学	C2C学部	理系
c4PAx7bQOa	サービス,商社,流通・小売,化粧品・医薬,出版・印刷,マスコミ,広告	慶應義塾大学	法学部法律学科	文系
dQo75yaWrm		慶應義塾大学	経済学部経済学科	文系
k86oKNeBR6	アパレル	拓殖大学	商学部国際ビジネス学科	文系
e1EPapkH9B		国際基督教大学	教養学部 学科未定	その他
Xmd4EgM9Vk	IT	立教大学	経営学部	文系
9L2oQBXCHi		東京大学	経済学部	文系
AUqE7DUZW6		慶応義塾大学	文学部図書館・情報学専攻	文系
SxbgoY61CS		創価大学	文学部社会学科	文系
7EFEmuHFdC	人材・教育,サービス,コンサルティング	立教大学	法学部政治学科	文系
57gQEK7n0y		横浜国立大学	経営学部会計情報学科	文系
T1VAjqcsEE		九州大学	法学部	文系
HSQhFNsDsM	食品・飲料,不動産,旅行,ホテル・レジャー,流通・小売,人材・教育,コンサルティング,出版・印刷,IT,ソフトウェア,ゲーム,鉄道・航空	横浜国立大学	教育人間科学部人間文化課程	文系
2voMNHI3NZ	IT,広告	早稲田大学	社会科学部	文系
SSIJy6m5qV		京都女子大学	現代社会学部現代社会学科	文系
BROiLDFX25	人材・教育,サービス,コンサルティング,広告,IT,マスコミ	明星大学	人文学部心理学科	文系
emCZwLDPt0	IT	首都大学東京	都市教養学部都市教養学科経営学系	文系
VDcoPvHhX8	マスコミ,広告,化粧品・医薬,商社,食品・飲料,出版・印刷,銀行・信金,鉄道・航空,旅行	フェリス女学院大学	国際交流学部国際交流学科	文系
KmukEuqYVY	IT,コンサルティング,出版・印刷,ゲーム,ソフトウェア,サービス,広告,マスコミ	東海大学	理学部情報数理学科	理系
BldwhEIF8z		神戸女子大学	健康福祉学部健康スポーツ栄養学科	文系
3cEt4aNWnW		日本大学	芸術学部放送学科	その他
adGKSETVr3	IT,不動産,サービス	サイバー大学	IT総合学部IT総合学科	その他
T9HEDiXJEF		東京音楽大学	音楽学部音楽学科	文系
mztKtFdxC0		千葉工業大学	情報科学部情報ネットワーク学科	理系
ajWmHiv3pE	食品・飲料,化粧品・医薬	東京農業大学	応用生物科学部バイオサイエンス学科	理系
91180Xikul	コンサルティング,マスコミ	東海大学	農学部応用動物科学科	理系
FJueR0IbuF	IT	立命館大学	政策科学部政策科学科	文系
R3lDCVkGge		亜細亜大学	国際関係学部 多文化コミュニケーション	文系
r6CJ3ShDyp		千葉大学	法政経学部法政経学科	文系
U2cOFg3X5e	人材・教育,IT,ソフトウェア,サービス	鹿児島大学	工学部機械工学科	理系
P57gtyuDGv	マスコミ,広告	お茶の水女子大学	文教育学部言語文化学科	文系
GPW2rsmDhW		東京都市大学	都市生活学部都市生活学科	その他
F0q2Gpgpnb	流通・小売,コンサルティング,ゲーム,IT,ソフトウェア,ホテル・レジャー	神奈川大学	経営学部国際経営学科	文系
52ch9eqwDP		早稲田大学	人間科学部健康福祉科学科	文系
cYXyC3kdqr	IT,コンサルティング,広告	信州大学	理学部物質循環学科	理系
aHMbhcpFDR		小野周太郎	人文社会科学部	文系
DEz4yutwzS	コンサルティング,化学・石油,ソフトウェア	test	test	文系
XDNZgB8EEX	商社,住宅・建設	明治学院大学	国際キャリア学科	文系
gf9OvKt43j		qwrqwrq	qwrqwr	文系
AqDCMzD1h9		qwrqwrq	qwrqwr	文系
2yWlkXBzcJ		qwrqwrq	qwrqwr	文系
qMI6V2kSCR		中央大学	経済学部経済学科	文系
2FeN3HwXkL		九州大学院	理学府化学専攻	理系
csimHONhEG		東京農業大学	農学部	文系
8JDz4s7iNl	商社,人材・教育,コンサルティング	北海学園大学	経営学部経営情報学科	文系
vmReEGzCw1		東北工業大学	工学部電気電子工学科	理系
Svu0QMbMZL		同志社大学	経済学部経済学科	文系
IXYkJIruGy		城西国際大学	経営情報学部総合経営学科	文系
07OMBRjoU5	商社	明治学院大学	経済学部	文系
d23WsXwZIp		日本大学	経済学部経済学科	文系
zrmyADIMxf	化粧品・医薬,旅行,ホテル・レジャー,人材・教育,広告,コンサルティング,マスコミ,ゲーム,IT,出版・印刷,サービス,ソフトウェア,官公庁	東海大学	歴史学科日本史専攻	文系
VCYauKsm4K	IT	共立女子短期大学	生活科学科メディア社会コース	文系
1kswAvPQaT	人材・教育,広告,コンサルティング,保険,不動産	日本大学	経済学部経済学科	文系
ewa8rDJRE4	コンサルティング,人材・教育,旅行	同志社大学	文学部英文学科	文系
5OnbEN8m1F		日本大学	商学部商業学科	文系
mEIntfqo8J		同志社大学	経済学部経済学科	文系
OAtVmGbYMb		東京大学	文学部	文系
109xOPHlQm		上智大学	外国語学部ドイツ語学科	文系
xtw0bDSkQM		早稲田大学	商学	文系
o2RPXVwy6s		慶應義塾大学	薬学部薬学科	理系
DejZXnxxeg	IT,人材・教育,コンサルティング	立正大学	法学部法律学科	文系
xrdyQdlfyJ	コンサルティング,IT,人材・教育	早稲田大学	スポーツ科学部	文系
